id|tollbooth_id|tramo_name|motorbike|car|Car-axle|b2|b3|b4|t2|t3|t4|t5|t6|t7|t8|t9|Load-axle|road_length_km|fair_ref|sct_idVia|via
543|442|ACAMBAY - PACHUCA|$           1 40.00|$            2 81.00|$    1 44.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          8 37.00|$           8 37.00|$       1 ,287.00|$       1 ,287.00|$            1 ,287.00|$    2 80.00||pase||
544|442|ACAMBAY - AJOLOAPAN|$           1 11.00|$            2 22.00|$    1 14.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          6 99.00|$           6 99.00|$       1 ,070.00|$       1 ,070.00|$            1 ,070.00|$    2 29.00||pase||
545|442|ACAMBAY - APAXCO|$           1 03.00|$            2 07.00|$    1 06.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          6 25.00|$           6 25.00|$           9 48.00|$           9 48.00|$                9 48.00|$    2 02.00||pase||
546|442|ACAMBAY - ATITALAQUIA|$             9 5.00|$            1 91.00|$      9 7.00|$          3 44.00|$          3 44.00|$          3 44.00|$          3 44.00|$          3 44.00|$          3 44.00|$          5 45.00|$           5 45.00|$           8 16.00|$           8 16.00|$                8 16.00|$    1 73.00||pase||
547|442|ACAMBAY - TULA I|$             8 7.00|$            1 75.00|$      8 9.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          4 77.00|$           4 77.00|$           7 36.00|$           7 36.00|$                7 36.00|$    1 62.00||pase||
548|442|ACAMBAY - TULA II|$             7 1.00|$            1 43.00|$      7 3.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          4 02.00|$           4 02.00|$           6 25.00|$           6 25.00|$                6 25.00|$    1 32.00||pase||
549|442|ACAMBAY - QUERETARO|$             4 7.00|$               9 5.00|$      4 9.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          2 59.00|$           2 59.00|$           4 13.00|$           4 13.00|$                4 13.00|$      8 5.00||pase||
550|442|ACAMBAY - JILOTEPEC|$             3 9.00|$               7 9.00|$      4 0.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 85.00|$           1 85.00|$           3 12.00|$           3 12.00|$                3 12.00|$      6 9.00||pase||
551|442|ACAMBAY - ATLACOMULCO|$             1 6.00|$               3 2.00|$      1 6.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            5 3.00|$            9 0.00|$             9 0.00|$           1 54.00|$           1 54.00|$                1 54.00|$      2 6.00||pase||
552|441|JILOTEPEC - SN MARTIN TEXMELUCAN|$           2 46.00|$            4 92.00|$    2 52.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$      1 ,440.00|$       1 ,440.00|$       2 ,102.00|$       2 ,102.00|$            2 ,102.00|$    4 67.00||pase||
553|441|JILOTEPEC - SANCTORUM|$           1 90.00|$            3 81.00|$    1 96.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$      1 ,160.00|$       1 ,160.00|$       1 ,710.00|$       1 ,710.00|$            1 ,710.00|$    3 76.00||pase||
554|441|JILOTEPEC - CALPULALPAN|$           1 67.00|$            3 34.00|$    1 72.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$          6 78.00|$      1 ,043.00|$       1 ,043.00|$       1 ,557.00|$       1 ,557.00|$            1 ,557.00|$    3 41.00||pase||
555|441|JILOTEPEC - SAHAGUN|$           1 48.00|$            2 97.00|$    1 53.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          5 88.00|$          9 16.00|$           9 16.00|$       1 ,372.00|$       1 ,372.00|$            1 ,372.00|$    2 95.00||pase||
556|441|JILOTEPEC - TULANCINGO|$           1 29.00|$            2 59.00|$    1 33.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          5 35.00|$          8 26.00|$           8 26.00|$       1 ,229.00|$       1 ,229.00|$            1 ,229.00|$    2 69.00||pase||
557|441|JILOTEPEC - PACHUCA|$           1 00.00|$            2 01.00|$    1 04.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          4 18.00|$          6 51.00|$           6 51.00|$           9 74.00|$           9 74.00|$                9 74.00|$    2 11.00||pase||
558|441|JILOTEPEC - AJOLOAPAN|$             7 1.00|$            1 43.00|$      7 4.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          5 14.00|$           5 14.00|$           7 57.00|$           7 57.00|$                7 57.00|$    1 60.00||pase||
559|441|JILOTEPEC - APAXCO|$             6 3.00|$            1 27.00|$      6 6.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          4 40.00|$           4 40.00|$           6 35.00|$           6 35.00|$                6 35.00|$    1 33.00||pase||
560|441|JILOTEPEC - ATITALAQUIA|$             5 5.00|$            1 11.00|$      5 7.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          2 07.00|$          3 60.00|$           3 60.00|$           5 03.00|$           5 03.00|$                5 03.00|$    1 04.00||pase||
561|441|JILOTEPEC - ATLACOMULCO|$             5 5.00|$            1 11.00|$      5 6.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          2 75.00|$           2 75.00|$           4 66.00|$           4 66.00|$                4 66.00|$      9 5.00||pase||
562|441|JILOTEPEC - TULA I|$             4 7.00|$               9 5.00|$      4 9.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          1 85.00|$          2 91.00|$           2 91.00|$           4 24.00|$           4 24.00|$                4 24.00|$      9 3.00||pase||
563|441|JILOTEPEC - ACAMBAY|$             3 9.00|$               7 9.00|$      4 0.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 85.00|$           1 85.00|$           3 12.00|$           3 12.00|$                3 12.00|$      6 9.00||pase||
564|441|JILOTEPEC - TULA II|$             3 2.00|$               6 4.00|$      3 3.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          2 17.00|$           2 17.00|$           3 12.00|$           3 12.00|$                3 12.00|$      6 4.00||pase||
565|441|JILOTEPEC - QUERETARO|$               8 .00|$               1 6.00|$         8 .00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            7 4.00|$             7 4.00|$           1 01.00|$           1 01.00|$                1 01.00|$      1 6.00||pase||
566|466|LIVERPOOL -SIN ENTRADA|$           2 46.00|$            4 92.00|$    2 52.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$      1 ,440.00|$       1 ,440.00|$       2 ,102.00|$       2 ,102.00|$            2 ,102.00|$    4 67.00||pase||
567|466|LIVERPOOL - ATLACOMULCO|$             5 5.00|$            1 11.00|$      5 6.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          2 75.00|$           2 75.00|$           4 66.00|$           4 66.00|$                4 66.00|$      9 5.00||pase||
568|466|LIVERPOOL - ACAMBAY|$             3 9.00|$               7 9.00|$      4 0.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 85.00|$           1 85.00|$           3 12.00|$           3 12.00|$                3 12.00|$      6 9.00||pase||
569|440|QUERETARO - SN MARTIN TEXMELUCAN|$           2 38.00|$            4 77.00|$    2 44.00|$          8 95.00|$          8 95.00|$          8 95.00|$          8 95.00|$          8 95.00|$          8 95.00|$      1 ,366.00|$       1 ,366.00|$       2 ,002.00|$       2 ,002.00|$            2 ,002.00|$    4 51.00||pase||
570|440|QUERETARO - SANCTORUM|$           1 82.00|$            3 65.00|$    1 87.00|$          7 15.00|$          7 15.00|$          7 15.00|$          7 15.00|$          7 15.00|$          7 15.00|$      1 ,086.00|$       1 ,086.00|$       1 ,610.00|$       1 ,610.00|$            1 ,610.00|$    3 60.00||pase||
571|440|QUERETARO - CALPULALPAN|$           1 59.00|$            3 18.00|$    1 63.00|$          6 46.00|$          6 46.00|$          6 46.00|$          6 46.00|$          6 46.00|$          6 46.00|$          9 69.00|$           9 69.00|$       1 ,456.00|$       1 ,456.00|$            1 ,456.00|$    3 25.00||pase||
572|440|QUERETARO - SAHAGUN|$           1 40.00|$            2 81.00|$    1 44.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          5 56.00|$          8 42.00|$           8 42.00|$       1 ,271.00|$       1 ,271.00|$            1 ,271.00|$    2 80.00||pase||
573|440|QUERETARO - TULANCINGO|$           1 22.00|$            2 44.00|$    1 25.00|$          5 03.00|$          5 03.00|$          5 03.00|$          5 03.00|$          5 03.00|$          5 03.00|$          7 52.00|$           7 52.00|$       1 ,128.00|$       1 ,128.00|$            1 ,128.00|$    2 53.00||pase||
574|440|QUERETARO - PACHUCA|$             9 2.00|$            1 85.00|$      9 5.00|$          3 87.00|$          3 87.00|$          3 87.00|$          3 87.00|$          3 87.00|$          3 87.00|$          5 77.00|$           5 77.00|$           8 74.00|$           8 74.00|$                8 74.00|$    1 95.00||pase||
575|440|QUERETARO - AJOLOAPAN|$             6 3.00|$            1 27.00|$      6 6.00|$          2 86.00|$          2 86.00|$          2 86.00|$          2 86.00|$          2 86.00|$          2 86.00|$          4 40.00|$           4 40.00|$           6 57.00|$           6 57.00|$                6 57.00|$    1 44.00||pase||
576|440|QUERETARO - ATLACOMULCO|$             6 3.00|$            1 27.00|$      6 5.00|$          2 22.00|$          2 22.00|$          2 22.00|$          2 22.00|$          2 22.00|$          2 22.00|$          3 50.00|$           3 50.00|$           5 67.00|$           5 67.00|$                5 67.00|$    1 11.00||pase||
577|440|AUT(MEXICO - QUERETARO) - APAXCO|$             5 5.00|$            1 11.00|$      5 7.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          2 33.00|$          3 65.00|$           3 65.00|$           5 35.00|$           5 35.00|$                5 35.00|$    1 18.00||pase||
578|440|QUERETARO - ACAMBAY|$             4 7.00|$               9 5.00|$      4 9.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          1 69.00|$          2 59.00|$           2 59.00|$           4 13.00|$           4 13.00|$                4 13.00|$      8 5.00||pase||
579|440|QUERETARO - ATITALAQUIA|$             4 7.00|$               9 5.00|$      4 9.00|$          1 75.00|$          1 75.00|$          1 75.00|$          1 75.00|$          1 75.00|$          1 75.00|$          2 86.00|$           2 86.00|$           4 02.00|$           4 02.00|$                4 02.00|$      8 8.00||pase||
580|440|QUERETARO - TULA I|$             3 9.00|$               7 9.00|$      4 0.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          1 54.00|$          2 17.00|$           2 17.00|$           3 23.00|$           3 23.00|$                3 23.00|$      7 7.00||pase||
581|440|QUERETARO - TULA II|$             2 4.00|$               4 8.00|$      2 4.00|$            9 5.00|$            9 5.00|$            9 5.00|$            9 5.00|$            9 5.00|$            9 5.00|$          1 43.00|$           1 43.00|$           2 12.00|$           2 12.00|$                2 12.00|$      4 8.00||pase||
582|440|QUERETARO - JILOTEPEC|$               8 .00|$               1 6.00|$         8 .00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            7 4.00|$             7 4.00|$           1 01.00|$           1 01.00|$                1 01.00|$      1 6.00||pase||
583|440|QUERETARO - LIVERPOOL|$               8 .00|$               1 6.00|$         8 .00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            3 2.00|$            7 4.00|$             7 4.00|$           1 01.00|$           1 01.00|$                1 01.00|$      1 6.00||pase||
584|439|TULA II - SN MARTIN TEXMELUCAN|$           2 14.00|$            4 29.00|$    2 19.00|$          8 00.00|$          8 00.00|$          8 00.00|$          8 00.00|$          8 00.00|$          8 00.00|$      1 ,223.00|$       1 ,223.00|$       1 ,790.00|$       1 ,790.00|$            1 ,790.00|$    4 04.00||pase||
585|439|TULA II - SANCTORUM|$           1 59.00|$            3 18.00|$    1 63.00|$          6 20.00|$          6 20.00|$          6 20.00|$          6 20.00|$          6 20.00|$          6 20.00|$          9 43.00|$           9 43.00|$       1 ,398.00|$       1 ,398.00|$            1 ,398.00|$    3 12.00||pase||
586|439|TULA II - CALPULALPAN|$           1 35.00|$            2 70.00|$    1 39.00|$          5 51.00|$          5 51.00|$          5 51.00|$          5 51.00|$          5 51.00|$          5 51.00|$          8 26.00|$           8 26.00|$       1 ,244.00|$       1 ,244.00|$            1 ,244.00|$    2 77.00||pase||
587|439|TULA II - SAHAGUN|$           1 16.00|$            2 33.00|$    1 20.00|$          4 61.00|$          4 61.00|$          4 61.00|$          4 61.00|$          4 61.00|$          4 61.00|$          6 99.00|$           6 99.00|$       1 ,059.00|$       1 ,059.00|$            1 ,059.00|$    2 32.00||pase||
588|439|TULA II - TULANCINGO|$             9 8.00|$            1 96.00|$    1 01.00|$          4 08.00|$          4 08.00|$          4 08.00|$          4 08.00|$          4 08.00|$          4 08.00|$          6 09.00|$           6 09.00|$           9 16.00|$           9 16.00|$                9 16.00|$    2 05.00||pase||
589|439|TULA II - ATLACOMULCO|$             8 7.00|$            1 75.00|$      8 9.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          3 18.00|$          4 92.00|$           4 92.00|$           7 78.00|$           7 78.00|$                7 78.00|$    1 59.00||pase||
590|439|TULA II - ACAMBAY|$             7 1.00|$            1 43.00|$      7 3.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          4 02.00|$           4 02.00|$           6 25.00|$           6 25.00|$                6 25.00|$    1 32.00||pase||
591|439|TULA II - PACHUCA|$             6 9.00|$            1 38.00|$      7 1.00|$          2 91.00|$          2 91.00|$          2 91.00|$          2 91.00|$          2 91.00|$          2 91.00|$          4 34.00|$           4 34.00|$           6 62.00|$           6 62.00|$                6 62.00|$    1 47.00||pase||
592|439|TULA II - AJOLOAPAN|$             3 9.00|$               7 9.00|$      4 1.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          1 91.00|$          2 97.00|$           2 97.00|$           4 45.00|$           4 45.00|$                4 45.00|$      9 6.00||pase||
593|439|TULA II - APAXCO|$             3 2.00|$               6 4.00|$      3 3.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          1 38.00|$          2 22.00|$           2 22.00|$           3 23.00|$           3 23.00|$                3 23.00|$      7 0.00||pase||
594|439|TULA II - JILOTEPEC|$             3 2.00|$               6 4.00|$      3 3.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          2 17.00|$           2 17.00|$           3 12.00|$           3 12.00|$                3 12.00|$      6 4.00||pase||
595|439|TULA II - LIVERPOOL|$             3 2.00|$               6 4.00|$      3 3.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          1 27.00|$          2 17.00|$           2 17.00|$           3 12.00|$           3 12.00|$                3 12.00|$      6 4.00||pase||
596|439|TULA II - ATITALAQUIA|$             2 4.00|$               4 8.00|$      2 4.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$            7 9.00|$          1 43.00|$           1 43.00|$           1 91.00|$           1 91.00|$                1 91.00|$      4 0.00||pase||
597|439|TULA II - QUERETARO|$             2 4.00|$               4 8.00|$      2 4.00|$            9 5.00|$            9 5.00|$            9 5.00|$            9 5.00|$            9 5.00|$            9 5.00|$          1 43.00|$           1 43.00|$           2 12.00|$           2 12.00|$                2 12.00|$      4 8.00||pase||
598|439|TULA II - TULA I|$             1 6.00|$               3 2.00|$      1 6.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            5 8.00|$            7 4.00|$             7 4.00|$           1 11.00|$           1 11.00|$                1 11.00|$      3 0.00||pase||
599|438|TULA I - SN MARTIN TEXMELUCAN|$           1 98.00|$            3 97.00|$    2 03.00|$          7 41.00|$          7 41.00|$          7 41.00|$          7 41.00|$          7 41.00|$          7 41.00|$      1 ,149.00|$       1 ,149.00|$       1 ,679.00|$       1 ,679.00|$            1 ,679.00|$    3 74.00||pase||
