id|tollbooth_id|strech_name|motorbike|car|Car-axle|bus-2axle|bus-3axle|bus-4axle|truck-2axle|truck-3axle|truck-4axle|truck-5axle|truck-6axle|truck-7axle|truck-8axle|truck-9axle|Load-axle|road_length_km|fair_ref|sct_idVia|via|Motorbike-axle|Car-rush-hour|Car-evening-hour
794|825|CUAUHTÉMOC - HERMANOS SERDÁN|$              24.00|$               4 9.00|$       24.00|$          1 22.00|$          1 22.00|$          1 22.00|$          1 22.00|$          1 22.00|$          1 22.00|$          1 95.00|$           1 95.00|$           2 20.00|$           2 20.00|$                 220.00|$       61.00||pase|||||
795|825|HERMANOS SERDÁN - CUAUHTÉMOC|$              25.00|$               4 9.00|$       25.00|$          1 23.00|$          1 23.00|$          1 23.00|$          1 23.00|$          1 23.00|$          1 23.00|$          1 96.00|$           1 96.00|$           2 21.00|$           2 21.00|$                 221.00|$       62.00||pase|||||
796|825|HERMANOS SERDÁN - CARMEN SERDÁN|$              11.00|$               2 2.00|$       11.00|$             54.00|$             54.00|$             54.00|$             54.00|$             54.00|$             54.00|$             86.00|$              86.00|$              97.00|$              97.00|$                   97.00|$       27.00||pase|||||
797|825|CARMEN SERDÁN - PERIFÉRICO|$              28.00|$               5 7.00|$       28.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          2 28.00|$           2 28.00|$           2 56.00|$           2 56.00|$                 256.00|$       72.00||pase|||||
798|825|CARMEN SERDÁN - HERMANOS SERDÁN|$              10.00|$               2 0.00|$       10.00|$             51.00|$             51.00|$             51.00|$             51.00|$             51.00|$             51.00|$             81.00|$              81.00|$              91.00|$              91.00|$                   91.00|$       25.00||pase|||||
799|318|APASEO EL GRANDE - PALMILLAS|$             8 8.00|$            1 78.00|$      9 0.00|$          3 83.00|$          3 83.00|$          3 83.00|$          3 83.00|$          3 83.00|$          4 69.00|$          6 36.00|$           7 05.00|$           9 50.00|$           9 50.00|$                9 50.00|$    1 91.00||pase|||||
800|317|QUERÉTARO - PALMILLAS|$             6 5.00|$            1 31.00|$      6 6.00|$          2 93.00|$          2 93.00|$          2 93.00|$          2 93.00|$          2 93.00|$          2 93.00|$          4 60.00|$           4 60.00|$           7 05.00|$           7 05.00|$                7 05.00|$    1 46.00||pase|||||
801|319|APASEO EL ALTO - PALMILLAS|$             6 1.00|$            1 23.00|$      6 1.00|$          2 75.00|$          2 75.00|$          2 75.00|$          2 75.00|$          2 75.00|$          2 75.00|$          4 32.00|$           4 32.00|$           6 63.00|$           6 63.00|$                6 63.00|$    1 38.00||pase|||||
802||CORONEO-PALMILLAS|$             4 5.00|$               9 1.00|$      4 6.00|$          2 04.00|$          2 04.00|$          2 04.00|$          2 04.00|$          2 04.00|$          2 04.00|$          3 20.00|$           3 20.00|$           4 91.00|$           4 91.00|$                4 91.00|$    1 02.00||pase|||||
803|321|HUIMILPAN - PALMILLAS|$             3 1.00|$               6 2.00|$      3 1.00|$          1 41.00|$          1 41.00|$          1 41.00|$          1 41.00|$          1 41.00|$          1 41.00|$          2 20.00|$           2 20.00|$           3 39.00|$           3 39.00|$                3 39.00|$      7 0.00||pase|||||
804|322|AMEALCO - PALMILLAS|$             1 2.00|$               2 5.00|$      1 3.00|$            5 6.00|$            5 6.00|$            5 6.00|$            5 6.00|$            5 6.00|$            5 6.00|$            8 8.00|$             8 8.00|$           1 35.00|$           1 35.00|$                1 35.00|$      2 8.00||pase|||||
805|318|PALMILLAS - APASEO EL GRANDE|$             8 8.00|$            1 78.00|$      9 0.00|$          3 83.00|$          3 83.00|$          3 83.00|$          3 83.00|$          3 83.00|$          4 69.00|$          6 36.00|$           7 05.00|$           9 50.00|$           9 50.00|$                9 50.00|$    1 91.00||pase|||||
806|322|AMEALCO I - APASEO EL GRANDE|$             7 6.00|$            1 53.00|$      7 7.00|$          3 27.00|$          3 27.00|$          3 27.00|$          3 27.00|$          3 27.00|$          4 13.00|$          5 49.00|$           6 18.00|$           8 16.00|$           8 16.00|$                8 16.00|$    1 64.00||pase|||||
807|321|HUIMILPAN - APASEO EL GRANDE|$             5 7.00|$            1 15.00|$      5 8.00|$          2 43.00|$          2 43.00|$          2 43.00|$          2 43.00|$          2 43.00|$          3 29.00|$          4 15.00|$           4 84.00|$           6 11.00|$           6 11.00|$                6 11.00|$    1 21.00||pase|||||
808|318|CORONEO-APASEO EL GRANDE|$             4 3.00|$               8 7.00|$      4 4.00|$          1 79.00|$          1 79.00|$          1 79.00|$          1 79.00|$          1 79.00|$          2 65.00|$          3 16.00|$           3 85.00|$           4 59.00|$           4 59.00|$                4 59.00|$      8 9.00||pase|||||
809|319|APASEO EL ALTO - APASEO EL GRANDE|$             2 7.00|$               5 5.00|$      2 8.00|$          1 08.00|$          1 08.00|$          1 08.00|$          1 08.00|$          1 08.00|$          1 94.00|$          2 04.00|$           2 73.00|$           2 87.00|$           2 87.00|$                2 87.00|$      5 3.00||pase|||||
810|319|PALMILLAS - APASEO EL ALTO|$             6 1.00|$            1 23.00|$      6 1.00|$          2 75.00|$          2 75.00|$          2 75.00|$          2 75.00|$          2 75.00|$          2 75.00|$          4 32.00|$           4 32.00|$           6 63.00|$           6 63.00|$                6 63.00|$    1 38.00||pase|||||
811|322|AMEALCO I - APASEO EL ALTO|$             4 9.00|$               9 8.00|$      4 9.00|$          2 19.00|$          2 19.00|$          2 19.00|$          2 19.00|$          2 19.00|$          2 19.00|$          3 44.00|$           3 44.00|$           5 28.00|$           5 28.00|$                5 28.00|$    1 09.00||pase|||||
812|321|HUIMILPAN - APASEO EL ALTO|$             3 0.00|$               6 0.00|$      3 0.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          2 12.00|$           2 12.00|$           3 24.00|$           3 24.00|$                3 24.00|$      6 7.00||pase|||||
813|318|APASEO EL GRANDE - APASEO EL ALTO|$             2 7.00|$               5 5.00|$      2 8.00|$          1 08.00|$          1 08.00|$          1 08.00|$          1 08.00|$          1 08.00|$          1 94.00|$          2 04.00|$           2 73.00|$           2 87.00|$           2 87.00|$                2 87.00|$      5 3.00||pase|||||
814|319|CORONEO- APASEO EL ALTO|$             1 6.00|$               3 2.00|$      1 6.00|$            7 1.00|$            7 1.00|$            7 1.00|$            7 1.00|$            7 1.00|$            7 1.00|$          1 11.00|$           1 11.00|$           1 71.00|$           1 71.00|$                1 71.00|$      3 5.00||pase|||||
815|317|QUERETARO - APASEO EL ALTO|$               4 .00|$                 8 .00|$         4 .00|$            1 8.00|$            1 8.00|$            1 8.00|$            1 8.00|$            1 8.00|$            1 8.00|$            2 8.00|$             2 8.00|$             4 2.00|$             4 2.00|$                  4 2.00|$        8 .00||pase|||||
816||PALMILLAS - CORONEO|$             4 5.00|$               9 1.00|$      4 6.00|$          2 04.00|$          2 04.00|$          2 04.00|$          2 04.00|$          2 04.00|$          2 04.00|$          3 20.00|$           3 20.00|$           4 91.00|$           4 91.00|$                4 91.00|$    1 02.00||pase|||||
817|318|APASEO GDE - CORONEO|$             4 3.00|$               8 7.00|$      4 4.00|$          1 79.00|$          1 79.00|$          1 79.00|$          1 79.00|$          1 79.00|$          2 65.00|$          3 16.00|$           3 85.00|$           4 59.00|$           4 59.00|$                4 59.00|$      8 9.00||pase|||||
818|322|AMEALCO I - CORONEO|$             3 3.00|$               6 7.00|$      3 3.00|$          1 48.00|$          1 48.00|$          1 48.00|$          1 48.00|$          1 48.00|$          1 48.00|$          2 33.00|$           2 33.00|$           3 57.00|$           3 57.00|$                3 57.00|$      7 4.00||pase|||||
819|317|QUERÉTARO - CORONEO|$             2 0.00|$               4 0.00|$      2 0.00|$            8 9.00|$            8 9.00|$            8 9.00|$            8 9.00|$            8 9.00|$            8 9.00|$          1 40.00|$           1 40.00|$           2 14.00|$           2 14.00|$                2 14.00|$      4 4.00||pase|||||
820|319|APASEO EL ALTO - CORONEO|$             1 6.00|$               3 2.00|$      1 6.00|$            7 1.00|$            7 1.00|$            7 1.00|$            7 1.00|$            7 1.00|$            7 1.00|$          1 11.00|$           1 11.00|$           1 71.00|$           1 71.00|$                1 71.00|$      3 5.00||pase|||||
821|321|HUIMILPAN - CORONEO|$             1 4.00|$               2 9.00|$      1 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$          1 00.00|$           1 00.00|$           1 54.00|$           1 54.00|$                1 54.00|$      3 2.00||pase|||||
822|318|APASEO EL GRANDE - HUIMILPAN|$             5 7.00|$            1 15.00|$      5 8.00|$          2 43.00|$          2 43.00|$          2 43.00|$          2 43.00|$          2 43.00|$          3 29.00|$          4 15.00|$           4 84.00|$           6 11.00|$           6 11.00|$                6 11.00|$    1 21.00||pase|||||
823|322|AMEALCO I - HUIMILPAN|$             1 9.00|$               3 8.00|$      1 9.00|$            8 5.00|$            8 5.00|$            8 5.00|$            8 5.00|$            8 5.00|$            8 5.00|$          1 33.00|$           1 33.00|$           2 04.00|$           2 04.00|$                2 04.00|$      4 2.00||pase|||||
824|317|QUERETARO - HUIMILPAN|$             3 4.00|$               6 8.00|$      3 4.00|$          1 53.00|$          1 53.00|$          1 53.00|$          1 53.00|$          1 53.00|$          1 53.00|$          2 39.00|$           2 39.00|$           3 66.00|$           3 66.00|$                3 66.00|$      7 6.00||pase|||||
825|321|PALMILLAS - HUIMILPAN|$             3 1.00|$               6 2.00|$      3 1.00|$          1 41.00|$          1 41.00|$          1 41.00|$          1 41.00|$          1 41.00|$          1 41.00|$          2 20.00|$           2 20.00|$           3 39.00|$           3 39.00|$                3 39.00|$      7 0.00||pase|||||
826|319|APASEO EL ALTO - HUIMILPAN|$             3 0.00|$               6 0.00|$      3 0.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          2 12.00|$           2 12.00|$           3 24.00|$           3 24.00|$                3 24.00|$      6 7.00||pase|||||
827|321|CORONEO-HUIMILPAN|$             1 4.00|$               2 9.00|$      1 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$            6 4.00|$          1 00.00|$           1 00.00|$           1 54.00|$           1 54.00|$                1 54.00|$      3 2.00||pase|||||
828|318|APASEO EL GRANDE - AMEALCO I|$             7 6.00|$            1 53.00|$      7 7.00|$          3 27.00|$          3 27.00|$          3 27.00|$          3 27.00|$          3 27.00|$          4 13.00|$          5 49.00|$           6 18.00|$           8 16.00|$           8 16.00|$                8 16.00|$    1 64.00||pase|||||
829|317|QUERETARO - AMEALCO I|$             5 3.00|$            1 06.00|$      5 3.00|$          2 37.00|$          2 37.00|$          2 37.00|$          2 37.00|$          2 37.00|$          2 37.00|$          3 73.00|$           3 73.00|$           5 71.00|$           5 71.00|$                5 71.00|$    1 19.00||pase|||||
830|319|APASEO EL ALTO - AMEALCO I|$             4 9.00|$               9 8.00|$      4 9.00|$          2 19.00|$          2 19.00|$          2 19.00|$          2 19.00|$          2 19.00|$          2 19.00|$          3 44.00|$           3 44.00|$           5 28.00|$           5 28.00|$                5 28.00|$    1 09.00||pase|||||
831|322|CORONEO - AMEALCO|$             3 3.00|$               6 7.00|$      3 3.00|$          1 48.00|$          1 48.00|$          1 48.00|$          1 48.00|$          1 48.00|$          1 48.00|$          2 33.00|$           2 33.00|$           3 57.00|$           3 57.00|$                3 57.00|$      7 4.00||pase|||||
832|321|HUIMILPAN - AMEALCO I|$             1 9.00|$               3 8.00|$      1 9.00|$            8 5.00|$            8 5.00|$            8 5.00|$            8 5.00|$            8 5.00|$            8 5.00|$          1 33.00|$           1 33.00|$           2 04.00|$           2 04.00|$                2 04.00|$      4 2.00||pase|||||
833|322|PALMILLAS - AMEALCO I|$             1 2.00|$               2 5.00|$      1 3.00|$            5 6.00|$            5 6.00|$            5 6.00|$            5 6.00|$            5 6.00|$            5 6.00|$            8 8.00|$             8 8.00|$           1 35.00|$           1 35.00|$                1 35.00|$      2 8.00||pase|||||
834|572|MÉXICO PACHUCA-PUENTE DE VIGAS|$             5 1.00|$            1 03.00|$      4 6.00|$          2 54.00|$          2 54.00|$          2 54.00|$          2 54.00|$          2 54.00|$          2 54.00|$          3 05.00|$           3 05.00|$           4 35.00|$           4 35.00|$                4 35.00|$    1 27.00||pase|||||
835||PUENTE DE VIGAS- CIEN METROS|$             2 7.00|$               5 4.00|$      2 5.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 35.00|$          1 62.00|$           1 62.00|$           2 31.00|$           2 31.00|$                2 31.00|$      6 8.00||pase|||||
836||PUENTE DE VIGAS-CALZ. VALLEJO|$             2 4.00|$               4 9.00|$      2 2.00|$          1 21.00|$          1 21.00|$          1 21.00|$          1 21.00|$          1 21.00|$          1 21.00|$          1 45.00|$           1 45.00|$           2 06.00|$           2 06.00|$                2 06.00|$      6 0.00||pase|||||
837|572|MÉXICO PACHUCA-CEYLAN|$             3 4.00|$               6 8.00|$      3 1.00|$          1 68.00|$          1 68.00|$          1 68.00|$          1 68.00|$          1 68.00|$          1 68.00|$          2 02.00|$           2 02.00|$           2 88.00|$           2 88.00|$                2 88.00|$      8 4.00||pase|||||
838||CEYLAN-CIEN METROS|$             1 0.00|$               2 0.00|$         9 .00|$            4 9.00|$            4 9.00|$            4 9.00|$            4 9.00|$            4 9.00|$            4 9.00|$            5 8.00|$             5 8.00|$             8 3.00|$             8 3.00|$                  8 3.00|$      2 4.00||pase|||||
839||CALZ. VALLEJO-CIEN METROS|$               3 .00|$                 6 .00|$         3 .00|$            1 4.00|$            1 4.00|$            1 4.00|$            1 4.00|$            1 4.00|$            1 4.00|$            1 7.00|$             1 7.00|$             2 5.00|$             2 5.00|$                  2 5.00|$        7 .00||pase|||||
